Time	Price	Volume
20140804:10:00:03.683489	1163.69	22756
20140804:10:00:03.684159	1114.86	229277
20140804:10:00:03.685013	1079.52	559219
20140804:10:00:03.685361	1444.45	174071
20140804:10:00:03.690548	1245.24	710305
20140804:10:00:03.691842	1679.56	608626
20140804:10:00:03.692643	1485.97	85431
20140804:10:00:03.693384	1391.66	703307
20140804:10:00:03.693957	1615.12	6557
20140804:10:00:03.694613	1198.38	376042
20140804:10:00:03.694966	1133.62	209998
20140804:10:00:03.696719	1009.72	5338
20140804:10:00:03.700555	1353.92	45066
20140804:10:00:03.702823	1223.31	673719
20140804:10:00:03.704248	1698.09	224223
20140804:10:00:03.704580	1253.62	681028
20140804:10:00:03.705984	1137.49	431077
20140804:10:00:03.706342	999.91	566935
20140804:10:00:03.706654	1087.76	87101
20140804:10:00:03.708954	1579.78	316615
20140804:10:00:03.709417	1400.09	565122
20140804:10:00:03.711325	1270.2	724951
20140804:10:00:03.711425	994.92	313031
20140804:10:00:03.711555	1473.21	579334
20140804:10:00:03.711964	1475.18	636853
20140804:10:00:03.712064	1182.08	522705
20140804:10:00:03.718547	1223.92	154359
20140804:10:00:03.720534	1371.54	29803
20140804:10:00:03.720918	1261.02	732866
20140804:10:00:03.720963	1388.24	377562
20140804:10:00:03.721348	1504.26	545780
20140804:10:00:03.722911	1243.19	50246
20140804:10:00:03.724003	1029.26	432935
20140804:10:00:03.724563	1331.09	612326
20140804:10:00:03.727638	1081.62	732029
20140804:10:00:03.727852	1663.08	430880
20140804:10:00:03.732370	1241.01	470631
20140804:10:00:03.733035	1024.59	19780
20140804:10:00:03.735998	1214.57	13077
20140804:10:00:03.736098	1520.65	376274
20140804:10:00:03.736668	1560.08	187414
20140804:10:00:03.737190	1156.16	463297
20140804:10:00:03.737311	1066.43	226783
20140804:10:00:03.737607	1481.68	684668
20140804:10:00:03.738023	988.84	545843
20140804:10:00:03.739712	1360.6	24319
20140804:10:00:03.740030	1326.95	301058
20140804:10:00:03.748620	1297.91	388722
20140804:10:00:03.751960	1698.07	492470
20140804:10:00:03.752553	1021.08	486853
20140804:10:00:03.755118	1180.35	650369
20140804:10:00:03.755172	1348.19	311786
20140804:10:00:03.764900	1074.75	24589
20140804:10:00:03.766658	1172.23	16593
20140804:10:00:03.766935	1359.87	549220
20140804:10:00:03.767658	1224.92	13537
20140804:10:00:03.769227	938.33	291963
20140804:10:00:03.771403	1353.39	285809
20140804:10:00:03.771530	1076.61	410154
20140804:10:00:03.773711	1025.39	181959
20140804:10:00:03.776234	1659.4	484472
20140804:10:00:03.777244	1323.78	359918
20140804:10:00:03.777963	1643.37	687910
20140804:10:00:03.781113	1079.21	48322
20140804:10:00:03.791981	1103.75	225294
20140804:10:00:03.792615	1259.11	731427
20140804:10:00:03.793722	1412.61	610169
20140804:10:00:03.793754	1582.3	342293
20140804:10:00:03.793950	1348.02	259474
20140804:10:00:03.794635	1408.82	87616
20140804:10:00:03.795459	1178.68	378056
20140804:10:00:03.797411	1359.62	697235
20140804:10:00:03.798846	1231.56	105238
20140804:10:00:03.799806	1306.31	201795
20140804:10:00:03.801011	1067.4	56136
20140804:10:00:03.801634	1047.55	2574
20140804:10:00:03.801768	1014.25	40922
20140804:10:00:03.802092	1473.09	104248
20140804:10:00:03.803049	1316.36	13544
20140804:10:00:03.803386	1660.37	537650
20140804:10:00:03.804708	1471.38	231022
20140804:10:00:03.804820	1006.31	255129
20140804:10:00:03.806544	1483.33	532160
20140804:10:00:03.806553	1646.71	425428
20140804:10:00:03.806659	1417.87	171719
20140804:10:00:03.807030	1005.45	265382
20140804:10:00:03.808598	1242.49	71490
20140804:10:00:03.808611	1577.02	640642
20140804:10:00:03.809579	1630.94	645656
20140804:10:00:03.810970	1509.02	136478
20140804:10:00:03.813787	1285.19	716095
20140804:10:00:03.818420	1390.82	391315
20140804:10:00:03.819035	1314.84	151406
20140804:10:00:03.819642	1474.52	149561
20140804:10:00:03.820033	1453.1	76298
20140804:10:00:03.820292	1564.46	737288
20140804:10:00:03.821149	1562.33	592282
20140804:10:00:03.824380	1352.82	39699
20140804:10:00:03.825916	1439.91	473105
20140804:10:00:03.827022	1245.44	677265
20140804:10:00:03.829352	1297.73	402850
20140804:10:00:03.830594	1324	235223
20140804:10:00:03.832380	995.08	46973
20140804:10:00:03.832904	1412.34	109523
20140804:10:00:03.834527	1357.93	641001
20140804:10:00:03.835251	1474.79	653320
20140804:10:00:03.835675	1219.99	145879
20140804:10:00:03.837594	1334.11	280594
20140804:10:00:03.837844	1656.94	200772
20140804:10:00:03.845886	1224.63	14680
20140804:10:00:03.846535	1054.18	332965
20140804:10:00:03.846543	1457.03	461004
20140804:10:00:03.847759	1250.41	275759
20140804:10:00:03.847806	1001.33	570587
20140804:10:00:03.847997	1530.02	42948
20140804:10:00:03.855118	1406.09	325402
20140804:10:00:03.857425	1369.57	490770
20140804:10:00:03.861765	1515.61	350282
20140804:10:00:03.865045	1047.96	143582
20140804:10:00:03.866657	1604.7	365351
20140804:10:00:03.867209	1402.24	104167
20140804:10:00:03.869421	1397	435001
20140804:10:00:03.872830	1626.34	349185
20140804:10:00:03.873067	1254.46	653792
20140804:10:00:03.874339	1152.47	508495
20140804:10:00:03.875525	1212.85	124712
20140804:10:00:03.876140	1732.86	567695
20140804:10:00:03.876310	920.56	198466
20140804:10:00:03.878734	1264.71	511369
20140804:10:00:03.879792	1026.91	96072
20140804:10:00:03.880286	1123.09	265539
20140804:10:00:03.881086	1286.71	638455
20140804:10:00:03.885308	1099.28	441903
20140804:10:00:03.887896	901.61	323675
20140804:10:00:03.888194	1330.02	121048
20140804:10:00:03.895922	1161.15	662637
20140804:10:00:03.898377	1604.64	242564
20140804:10:00:03.898608	1025.09	417246
20140804:10:00:03.900274	1077.3	197269
20140804:10:00:03.902376	1298.81	190575
20140804:10:00:03.903000	1509.45	246505
20140804:10:00:03.903994	1298.16	342859
20140804:10:00:03.905468	947.16	738008
20140804:10:00:03.906362	1076.08	117823
20140804:10:00:03.909589	1644.98	32242
20140804:10:00:03.910074	1383.6	320142
20140804:10:00:03.911989	1402.83	520675
20140804:10:00:03.914390	1278.73	726407
20140804:10:00:03.916463	1129.72	33337
20140804:10:00:03.917533	1495.72	649220
20140804:10:00:03.917646	1310.85	17391
20140804:10:00:03.918396	1097.78	413957
20140804:10:00:03.919936	1337.21	87426
20140804:10:00:03.921363	1174.38	168873
20140804:10:00:03.922343	1505.66	544210
20140804:10:00:03.922942	1333.38	322504
20140804:10:00:03.923094	1299.61	239201
20140804:10:00:03.923985	1020.64	614493
20140804:10:00:03.924452	1115.82	46108
20140804:10:00:03.925482	1300.4	174888
20140804:10:00:03.926109	1428.46	587073
20140804:10:00:03.927430	1072.56	118240
20140804:10:00:03.927494	1019.13	147163
20140804:10:00:03.932976	1749.28	7541
20140804:10:00:03.934376	963.35	212824
20140804:10:00:03.934427	1695.05	222124
20140804:10:00:03.939131	1487.76	493001
20140804:10:00:03.940306	866.23	472631
20140804:10:00:03.942555	1046.78	27746
20140804:10:00:03.942829	1242.21	561490
20140804:10:00:03.944259	1337.63	729704
20140804:10:00:03.945564	1553.32	448478
20140804:10:00:03.947271	1601.95	291706
20140804:10:00:03.948331	1280.83	46369
20140804:10:00:03.949853	1322.38	360461
20140804:10:00:03.952325	936.55	173006
20140804:10:00:03.952333	1468.98	133899
20140804:10:00:03.955193	1255.01	621890
20140804:10:00:03.959506	1050.96	746502
20140804:10:00:03.959517	1334.15	211083
20140804:10:00:03.959832	1136.29	495645
20140804:10:00:03.961745	1094.31	734607
20140804:10:00:03.961921	1188.25	4174
20140804:10:00:03.962438	1006.88	304728
20140804:10:00:03.963433	1469.7	464783
20140804:10:00:03.963689	1306.87	138569
20140804:10:00:03.964330	1473.69	661171
20140804:10:00:03.964664	1604.94	601626
20140804:10:00:03.965045	1343.37	1857
20140804:10:00:03.967932	1016.48	157335
20140804:10:00:03.970449	1270.64	493200
20140804:10:00:03.970598	1154.11	211797
20140804:10:00:03.974627	1414.56	546950
20140804:10:00:03.980753	1300.75	84088
20140804:10:00:03.984045	1067.82	21750
20140804:10:00:03.985311	1386.16	144405
20140804:10:00:03.985317	1263.94	372984
20140804:10:00:03.989093	1319.95	281976
20140804:10:00:03.992248	1407.09	103317
20140804:10:00:03.992870	1034.16	206066
20140804:10:00:03.994953	936.79	150186
20140804:10:00:03.995752	1641.15	159046
20140804:10:00:03.998523	1008.01	272286
20140804:10:00:04.002949	1704.71	484450
20140804:10:00:04.007025	1215.46	620111
20140804:10:00:04.010816	1246.32	313359
20140804:10:00:04.017493	1196.45	514413
20140804:10:00:04.018572	1036.52	325207
20140804:10:00:04.020938	1187.43	276547
20140804:10:00:04.023160	1689.74	221166
20140804:10:00:04.030145	1461.79	287188
20140804:10:00:04.030784	1134.93	526762
20140804:10:00:04.034000	1316.78	53932
20140804:10:00:04.036349	1323.11	408046
20140804:10:00:04.039114	1151.45	429848
20140804:10:00:04.041345	1742.83	598834
20140804:10:00:04.043730	990.48	513641
20140804:10:00:04.049496	1723.23	571271
20140804:10:00:04.059379	1454.43	417117
20140804:10:00:04.060543	1850.86	551618
20140804:10:00:04.061119	1291.95	552713
20140804:10:00:04.061536	1618.56	457163
20140804:10:00:04.063810	1436.48	466665
20140804:10:00:04.063917	1519.74	408255
20140804:10:00:04.064687	1641.77	442799
20140804:10:00:04.065210	1437.1	633264
20140804:10:00:04.069373	1253.51	725653
20140804:10:00:04.073311	1524.69	225985
20140804:10:00:04.076553	1540.49	24276
20140804:10:00:04.077282	1752.11	200985
20140804:10:00:04.077669	1454.65	423371
20140804:10:00:04.078834	1436.97	622384
20140804:10:00:04.082124	1315.93	667720
20140804:10:00:04.086485	1452.22	148069
20140804:10:00:04.088002	1155.6	654186
20140804:10:00:04.090410	1675.27	385842
20140804:10:00:04.093081	1274.72	151308
20140804:10:00:04.093359	1435.14	122744
20140804:10:00:04.094276	1281.53	709946
20140804:10:00:04.095602	992.9	296053
20140804:10:00:04.096112	1035.46	271496
20140804:10:00:04.096995	1287.97	62163
20140804:10:00:04.097176	1205.04	497233
20140804:10:00:04.099017	1278.89	108753
20140804:10:00:04.101547	1541.94	626888
20140804:10:00:04.103357	1134.14	560621
20140804:10:00:04.107600	1209.57	282223
20140804:10:00:04.109912	1785.28	557633
20140804:10:00:04.114027	1305.46	222654
20140804:10:00:04.115023	1614.65	328114
20140804:10:00:04.115176	1511.06	409276
20140804:10:00:04.116707	1564.27	414426
20140804:10:00:04.119075	1256.31	265062
20140804:10:00:04.120553	1520.23	645387
20140804:10:00:04.123987	1323.46	178773
20140804:10:00:04.136069	1489.11	243509
20140804:10:00:04.136185	1505.23	682449
20140804:10:00:04.137879	1150.92	466286
20140804:10:00:04.145860	1239.73	166821
20140804:10:00:04.150382	1360.05	624816
20140804:10:00:04.150444	1190.06	356641
20140804:10:00:04.153449	1608.79	685159
20140804:10:00:04.156903	937.85	34382
20140804:10:00:04.158603	919.34	3397
20140804:10:00:04.158951	1270.15	293111
20140804:10:00:04.160389	1296.68	600714
20140804:10:00:04.162362	1071.09	595880
20140804:10:00:04.166239	1088.55	243935
20140804:10:00:04.168651	1441.8	698277
20140804:10:00:04.169198	1404.73	436505
20140804:10:00:04.172148	1390.02	258579
20140804:10:00:04.173571	1043.02	525171
20140804:10:00:04.174543	1328.48	587000
20140804:10:00:04.176901	1152	143735
20140804:10:00:04.178770	1283.96	396696
20140804:10:00:04.179188	1105.5	134413
20140804:10:00:04.185469	1392.02	307819
20140804:10:00:04.188430	1507.31	605843
20140804:10:00:04.188732	1234.92	490095
20140804:10:00:04.189376	1442.13	16823
20140804:10:00:04.190485	1313.68	120963
20140804:10:00:04.193546	1526.76	670770
20140804:10:00:04.195774	1148.4	655508
20140804:10:00:04.196234	1596.13	321423
20140804:10:00:04.198366	1886.59	592180
20140804:10:00:04.202881	987.56	564254
20140804:10:00:04.205248	1356.02	469056
20140804:10:00:04.210998	1706.88	473036
20140804:10:00:04.213920	1111.55	248959
20140804:10:00:04.217319	1164.4	706586
20140804:10:00:04.218349	1161.12	665158
20140804:10:00:04.221229	968.83	374717
20140804:10:00:04.222168	1345.53	296772
20140804:10:00:04.225936	1064.37	26509
20140804:10:00:04.230382	1003.97	686932
20140804:10:00:04.230799	909.48	240149
20140804:10:00:04.232312	1349.08	435213
20140804:10:00:04.235279	1293.41	481243
20140804:10:00:04.237571	1122.07	456734
20140804:10:00:04.241048	1428.51	157239
20140804:10:00:04.241349	1559.69	482107
20140804:10:00:04.243513	1053.23	619006
20140804:10:00:04.246292	1867.56	611206
20140804:10:00:04.249547	1111.75	407829
20140804:10:00:04.249767	1293.36	354596
20140804:10:00:04.249866	1323.92	442236
20140804:10:00:04.250249	1315.32	26492
20140804:10:00:04.255076	1365.52	399468
20140804:10:00:04.259007	1227.25	59310
20140804:10:00:04.260303	1306.76	1871
20140804:10:00:04.262857	1327.99	433601
20140804:10:00:04.263163	1182	245193
20140804:10:00:04.263774	1081.46	685238
20140804:10:00:04.264058	1288.28	585836
20140804:10:00:04.267761	1801.35	262614
20140804:10:00:04.270553	1423.89	483896
20140804:10:00:04.270657	1290.75	207164
20140804:10:00:04.273955	1075.45	347447
20140804:10:00:04.277741	962.72	263552
20140804:10:00:04.278536	1334.97	719277
20140804:10:00:04.278982	1155.93	485764
20140804:10:00:04.283598	1524.65	193600
20140804:10:00:04.284124	1136.06	45997
20140804:10:00:04.286435	1423.72	209531
20140804:10:00:04.290589	1197.48	626109
20140804:10:00:04.293905	928.64	34959
20140804:10:00:04.295357	1972.33	578383
20140804:10:00:04.295694	1404.37	302792
20140804:10:00:04.296245	1468.95	335942
20140804:10:00:04.296555	1542.9	241346
20140804:10:00:04.297206	1235.47	41931
20140804:10:00:04.297464	1291.43	643681
20140804:10:00:04.302483	1293.74	682131
20140804:10:00:04.303647	1453.79	32216
20140804:10:00:04.305770	1224.82	287811
20140804:10:00:04.306420	1189.19	643666
20140804:10:00:04.307971	1556.82	526865
20140804:10:00:04.308409	1084.73	278332
20140804:10:00:04.310458	1315.41	86242
20140804:10:00:04.311050	1391.5	7530
20140804:10:00:04.312801	1088.75	713076
20140804:10:00:04.313615	1395.09	272606
20140804:10:00:04.314721	1311.67	209974
20140804:10:00:04.316784	1192.21	33007
20140804:10:00:04.316909	1141.25	677841
20140804:10:00:04.317971	979.99	615712
20140804:10:00:04.321204	1509.54	693274
20140804:10:00:04.324065	1015.37	726823
20140804:10:00:04.327377	1789.16	700509
20140804:10:00:04.327580	1087.7	57374
20140804:10:00:04.327699	1258.96	403424
20140804:10:00:04.329354	1081.21	457611
20140804:10:00:04.330935	963.67	162771
20140804:10:00:04.333792	1231.3	221679
20140804:10:00:04.334693	1219.9	244331
20140804:10:00:04.335688	1238.22	194765
20140804:10:00:04.340354	1395.97	722046
20140804:10:00:04.341097	1415.11	574092
20140804:10:00:04.343542	1561.72	255214
20140804:10:00:04.348037	1252.23	50707
20140804:10:00:04.349014	1370.28	508887
20140804:10:00:04.351605	1103.64	87355
20140804:10:00:04.356888	1299.58	139982
20140804:10:00:04.357732	1907.89	219544
20140804:10:00:04.358041	1466.78	675677
20140804:10:00:04.358053	1201.93	442502
20140804:10:00:04.358372	1880.07	639777
20140804:10:00:04.358838	961.06	14385
20140804:10:00:04.362158	1625.66	320672
20140804:10:00:04.365935	1267.38	735639
20140804:10:00:04.368796	1682.01	460752
20140804:10:00:04.370829	1556.71	687319
20140804:10:00:04.371205	1038.3	307422
20140804:10:00:04.371520	1217.09	148994
20140804:10:00:04.372055	992.91	516134
20140804:10:00:04.375136	1024.68	651099
20140804:10:00:04.380495	1166.87	652723
20140804:10:00:04.380680	1828.89	9926
20140804:10:00:04.380769	1359.71	374201
20140804:10:00:04.381463	1066.1	211157
20140804:10:00:04.384525	1244.24	271398
20140804:10:00:04.385263	1396.71	670916
20140804:10:00:04.388239	1653.8	232232
20140804:10:00:04.389037	1111.22	300905
20140804:10:00:04.390591	1400.89	103250
20140804:10:00:04.393811	1545.15	2561
20140804:10:00:04.394434	1463.44	24195
20140804:10:00:04.395237	1425.03	417965
20140804:10:00:04.397716	1216.89	75240
20140804:10:00:04.405473	990.64	121598
20140804:10:00:04.405564	2062.7	329322
20140804:10:00:04.407702	1436.09	272117
20140804:10:00:04.408320	1345.66	401080
20140804:10:00:04.409776	958.76	223791
20140804:10:00:04.413707	1209.63	272065
20140804:10:00:04.416277	1466.07	25646
20140804:10:00:04.418708	1218.44	72033
20140804:10:00:04.419483	1128.63	451082
20140804:10:00:04.424448	1871.06	411919
20140804:10:00:04.425794	958.67	55981
20140804:10:00:04.428946	1085.6	533961
20140804:10:00:04.433662	1356.66	547276
20140804:10:00:04.434327	1423.22	509456
20140804:10:00:04.435283	937.32	640376
20140804:10:00:04.436236	1016.78	47865
20140804:10:00:04.436699	1262.46	223414
20140804:10:00:04.439367	1176.98	301282
20140804:10:00:04.441987	1467.4	638273
20140804:10:00:04.442825	1136.58	328752
20140804:10:00:04.442929	1581.05	214243
20140804:10:00:04.444728	1332.3	602505
20140804:10:00:04.445742	1188.88	607675
20140804:10:00:04.446232	1390.88	331852
20140804:10:00:04.446992	1219.1	37750
20140804:10:00:04.449287	1852.33	722709
20140804:10:00:04.451664	1627.7	177427
20140804:10:00:04.452959	1268.58	144970
20140804:10:00:04.453300	1050.49	310757
20140804:10:00:04.454691	1257.66	241824
20140804:10:00:04.456133	1386.17	287806
20140804:10:00:04.457219	903.82	553011
20140804:10:00:04.458157	1257.76	416501
20140804:10:00:04.465302	1448.95	122177
20140804:10:00:04.466382	1206.38	415630
20140804:10:00:04.468331	1330.44	4019
20140804:10:00:04.471272	1014.98	655799
20140804:10:00:04.472505	1238.54	232761
20140804:10:00:04.472956	1165.33	227083
20140804:10:00:04.474224	1323.56	218263
20140804:10:00:04.482202	1194.16	352449
20140804:10:00:04.484356	1241.32	692636
20140804:10:00:04.485244	940.38	372003
20140804:10:00:04.486612	1140.94	305578
20140804:10:00:04.487073	960.82	69165
20140804:10:00:04.488015	1234.33	58739
20140804:10:00:04.488274	1612.13	699241
20140804:10:00:04.488325	1339.91	443011
20140804:10:00:04.492772	1469.57	83277
20140804:10:00:04.497665	1000.7	73127
20140804:10:00:04.499589	1651.54	609612
20140804:10:00:04.499947	1825.62	160003
20140804:10:00:04.507238	1136.58	24696
20140804:10:00:04.508011	1089.16	313603
20140804:10:00:04.515148	1383.44	213054
20140804:10:00:04.515283	1118.77	153402
20140804:10:00:04.517341	1442.67	704131
20140804:10:00:04.520210	1126.38	348603
20140804:10:00:04.522074	992.37	170100
20140804:10:00:04.528122	1911.67	305484
20140804:10:00:04.530396	1638.24	431415
20140804:10:00:04.531639	1600.95	211400
20140804:10:00:04.537134	1146.94	298319
20140804:10:00:04.537372	1531.99	347842
20140804:10:00:04.540526	1273.97	686287
20140804:10:00:04.541055	1323.17	719969
20140804:10:00:04.544504	1353.36	22963
20140804:10:00:04.544605	1059.81	500125
20140804:10:00:04.544683	1373.21	347496
20140804:10:00:04.547251	989.74	341781
20140804:10:00:04.547559	1257.25	707888
20140804:10:00:04.550153	1193.27	464136
20140804:10:00:04.553143	1336.28	328016
20140804:10:00:04.556683	1369.42	14194
20140804:10:00:04.557553	1351.77	421593
20140804:10:00:04.557716	1191.01	241789
20140804:10:00:04.559569	1628.11	73309
20140804:10:00:04.560048	1024.24	397794
20140804:10:00:04.561189	1236.4	506413
20140804:10:00:04.568579	1495.57	455130
20140804:10:00:04.569177	1414.19	511095
20140804:10:00:04.571296	1329.2	483934
20140804:10:00:04.571563	1297.78	22943
20140804:10:00:04.573590	1588.15	361615
20140804:10:00:04.575300	1821.25	583133
20140804:10:00:04.580275	1505.19	276040
20140804:10:00:04.580974	1319.11	166067
20140804:10:00:04.581253	1255.6	710862
20140804:10:00:04.581683	1304.52	662147
20140804:10:00:04.582130	1108.04	346478
20140804:10:00:04.583905	1162.03	544527
20140804:10:00:04.587295	1043.84	674339
20140804:10:00:04.589685	1292.48	629884
20140804:10:00:04.594551	1213.66	609694
20140804:10:00:04.596069	1633.56	278450
20140804:10:00:04.599665	1377.46	188019
20140804:10:00:04.601203	964.93	659338
20140804:10:00:04.605742	1383.28	602636
20140804:10:00:04.606332	966.63	33358
20140804:10:00:04.607353	1940.87	16766
20140804:10:00:04.608499	950.88	444139
20140804:10:00:04.610791	1843.52	588936
20140804:10:00:04.614087	1548.89	543241
20140804:10:00:04.615680	1626.9	565486
20140804:10:00:04.616640	1065.64	195279
20140804:10:00:04.621026	1038.71	102728
20140804:10:00:04.621577	1206.67	124658
20140804:10:00:04.623487	1014.15	15636
20140804:10:00:04.625762	1227.04	525266
20140804:10:00:04.626133	1520.54	393514
20140804:10:00:04.628476	953.13	413822
20140804:10:00:04.629595	1554.24	558495
20140804:10:00:04.630618	1224.81	96720
20140804:10:00:04.630814	1219.01	66331
20140804:10:00:04.631984	1007.33	512188
20140804:10:00:04.634417	1270.91	458570
20140804:10:00:04.634465	1567.21	233754
20140804:10:00:04.634902	1245.43	656544
20140804:10:00:04.634978	1013.02	300659
20140804:10:00:04.636398	1519.16	580378
20140804:10:00:04.637981	1466.68	268643
20140804:10:00:04.638183	1460.64	737930
20140804:10:00:04.638498	1156.65	121082
20140804:10:00:04.643098	1992.74	709312
20140804:10:00:04.650526	1015.66	590851
20140804:10:00:04.656169	1396.35	421047
20140804:10:00:04.661518	1589.02	400513
20140804:10:00:04.662313	1576.36	608739
20140804:10:00:04.664731	1950.17	242366
20140804:10:00:04.668987	1741.93	668700
20140804:10:00:04.672287	1416.51	164780
20140804:10:00:04.673425	1664.15	562571
20140804:10:00:04.673679	1170.48	642094
20140804:10:00:04.675105	1098.24	504312
20140804:10:00:04.687939	1476.11	709873
20140804:10:00:04.689885	1465.27	605620
20140804:10:00:04.693290	1069.95	151070
20140804:10:00:04.693417	1497.55	143624
20140804:10:00:04.697266	1196.67	718434
20140804:10:00:04.700747	953.96	353312
20140804:10:00:04.701071	1122.76	46792
20140804:10:00:04.702229	1227.26	226591
20140804:10:00:04.704852	1281.31	281105
20140804:10:00:04.706863	1273.11	654668
20140804:10:00:04.708004	945.78	622647
20140804:10:00:04.710361	1727.55	444750
20140804:10:00:04.712071	1038.29	228405
20140804:10:00:04.712485	1222.16	710598
20140804:10:00:04.712678	1107.91	179202
20140804:10:00:04.720529	1417.98	98705
20140804:10:00:04.721937	1501.56	601059
20140804:10:00:04.724057	1341.19	635575
20140804:10:00:04.724299	1306.82	228647
20140804:10:00:04.726272	1200.39	159379
20140804:10:00:04.726725	1403.8	510133
20140804:10:00:04.727647	1670.34	349279
20140804:10:00:04.727877	1253.02	713669
20140804:10:00:04.728673	1290.51	33955
20140804:10:00:04.731848	1155.93	75041
20140804:10:00:04.734178	1160.76	530413
20140804:10:00:04.736282	1292.52	712777
20140804:10:00:04.737914	1687.42	679647
20140804:10:00:04.740753	909.89	187760
20140804:10:00:04.744137	1455.48	142051
20140804:10:00:04.744578	1679.89	424221
20140804:10:00:04.746321	1205.25	610993
20140804:10:00:04.746748	1522.7	730116
20140804:10:00:04.747218	1390.77	309472
20140804:10:00:04.747725	1114.15	220859
20140804:10:00:04.748194	1609.64	13913
20140804:10:00:04.761406	1189.94	283974
20140804:10:00:04.761806	1177.81	97602
20140804:10:00:04.762554	1065.93	590208
20140804:10:00:04.765820	1603.87	466878
20140804:10:00:04.768782	1085.46	180177
20140804:10:00:04.773927	1300.46	15423
20140804:10:00:04.774348	1430.75	529128
20140804:10:00:04.774709	1811.46	213266
20140804:10:00:04.778162	1295.21	571471
20140804:10:00:04.778324	1187.31	742769
20140804:10:00:04.779769	1549.24	509355
20140804:10:00:04.781571	1110.43	538512
20140804:10:00:04.783255	1363.64	557678
20140804:10:00:04.783506	1286.28	556281
20140804:10:00:04.784567	1474.02	257532
20140804:10:00:04.785262	1010.64	735918
20140804:10:00:04.788170	962.32	735801
20140804:10:00:04.791367	1178.53	547473
20140804:10:00:04.791753	1590.02	5493
20140804:10:00:04.792727	1404.62	689219
20140804:10:00:04.793231	1466.79	517977
20140804:10:00:04.793737	1139.88	731863
20140804:10:00:04.794413	1171.68	286679
20140804:10:00:04.795528	1653.84	720410
20140804:10:00:04.795827	1878.38	468986
20140804:10:00:04.799169	1166.04	345738
20140804:10:00:04.802101	1554.7	737712
20140804:10:00:04.802459	1004.62	405447
20140804:10:00:04.802980	1071.67	600370
20140804:10:00:04.808032	1530.5	380334
20140804:10:00:04.812504	1006.74	620904
20140804:10:00:04.822392	1574	273762
20140804:10:00:04.825486	1022.29	122254
20140804:10:00:04.826851	943.37	363703
20140804:10:00:04.830669	957.5	7397
20140804:10:00:04.831881	1191.25	476283
20140804:10:00:04.832131	1170.38	720633
20140804:10:00:04.833546	1213.07	208015
20140804:10:00:04.833696	1412.69	204178
20140804:10:00:04.842194	1161.43	105259
20140804:10:00:04.842203	1764.05	300263
20140804:10:00:04.848300	1416.66	747964
20140804:10:00:04.850381	1185.94	555046
20140804:10:00:04.850501	932.12	100257
20140804:10:00:04.852341	1580.6	145933
20140804:10:00:04.853688	1714.76	608197
20140804:10:00:04.857512	1059.28	621644
20140804:10:00:04.858887	1217.87	279769
20140804:10:00:04.859668	998.83	377396
20140804:10:00:04.860183	1814.07	197139
20140804:10:00:04.861147	1543.4	171363
20140804:10:00:04.861581	1594.21	18596
20140804:10:00:04.861967	1369.13	728160
20140804:10:00:04.863574	1164.23	703968
20140804:10:00:04.863577	991.49	487403
20140804:10:00:04.865087	1588.95	442910
20140804:10:00:04.866310	1390.24	723868
20140804:10:00:04.867991	1215.22	509906
20140804:10:00:04.868720	1405.96	528845
20140804:10:00:04.869849	1624.64	15689
20140804:10:00:04.870475	1560.5	308434
20140804:10:00:04.879056	1372.28	609967
20140804:10:00:04.879256	1171.11	211758
20140804:10:00:04.885660	1263.61	268432
20140804:10:00:04.888347	1307.72	55437
20140804:10:00:04.889346	1330.5	694173
20140804:10:00:04.890090	1032.28	104197
20140804:10:00:04.893856	1396.74	504596
20140804:10:00:04.895413	1247.72	137659
20140804:10:00:04.902595	1140.69	481305
20140804:10:00:04.906647	1658.72	65371
20140804:10:00:04.907495	1190.39	296562
20140804:10:00:04.909786	1806.07	712302
20140804:10:00:04.911978	1616.21	369563
20140804:10:00:04.912551	1220.12	3797
20140804:10:00:04.914154	1360.76	424670
20140804:10:00:04.914922	1694.08	478317
20140804:10:00:04.915441	1392.4	606570
20140804:10:00:04.920073	1149.78	91465
20140804:10:00:04.922820	1015.63	198109
20140804:10:00:04.930012	1200.05	198765
20140804:10:00:04.931097	1184.41	138900
20140804:10:00:04.931457	1675.96	341406
20140804:10:00:04.932082	1090.76	133218
20140804:10:00:04.933195	1744.19	482880
20140804:10:00:04.933548	1024.01	740279
20140804:10:00:04.938449	1305.1	598394
20140804:10:00:04.938821	999.67	106772
20140804:10:00:04.940185	1239.88	365108
20140804:10:00:04.943537	1611.66	108736
20140804:10:00:04.943565	1157.55	465633
20140804:10:00:04.950202	1270.42	362372
20140804:10:00:04.957225	1279.38	721138
20140804:10:00:04.958179	1350.31	94272
20140804:10:00:04.960048	1262.02	200785
20140804:10:00:04.963672	1075.59	409328
20140804:10:00:04.965669	1051.68	457467
20140804:10:00:04.968149	925.74	453074
20140804:10:00:04.969100	975.83	553165
20140804:10:00:04.971734	1508.51	178879
20140804:10:00:04.973490	1264.77	153501
20140804:10:00:04.973502	1741.12	608044
20140804:10:00:04.974178	1367.32	64487
20140804:10:00:04.975566	1003.05	491053
20140804:10:00:04.978108	979.5	493262
20140804:10:00:04.981522	1059.66	49830
20140804:10:00:04.986314	1146.8	723325
20140804:10:00:04.989405	1087.58	705549
20140804:10:00:04.989889	1376.14	735045
20140804:10:00:04.991884	987.62	151703
